id,pesan,kategori,label
10074,"mati lampu mah gpp pak bisa pake jenset,,tp jaringan nya jangan dihilangkan juga pakk",Percakapan Biasa,Tidak Berisiko
10075,"oh ini yang bilang PLN selalu rugi tiap tahun triliunan ohh ini, padahal perusahaan listrik satu satu nya ini konoha tapi kok bisa rugi yaa, uda memonopoli listrik seindonesia masih rugi 😌😌",Informasi Umum,Tidak Berisiko
10076,"turun kan harga byr listrik,baru ku maafkan 😁😁",Informasi Umum,Tidak Berisiko
10077,tuntut PLN ganti rugi jgn ketika org telat bayar main putus dan denda seenaknya aja,Transaksi Aman,Tidak Berisiko
10078,miris cuma minta maaf,Percakapan Biasa,Tidak Berisiko
10079,mundur bae,Percakapan Biasa,Tidak Berisiko
10080,mundurlah,Percakapan Biasa,Tidak Berisiko
10081,"Tebak apa yang akan terjadi dengan SUMUT beberapa Bulan lagi??
Terkait penguatan stabilitas energi",Percakapan Biasa,Tidak Berisiko
10082,"Ke masyarakat yahukimo khususnya dekai gaada permintaan maaf tu, padahal mati listirik sehari sekali mati bisa 1-12 jam per hari😒",Percakapan Biasa,Tidak Berisiko
10083,Lampung Timur mati ini woy,Percakapan Biasa,Tidak Berisiko
10084,@𝙋𝘼𝙋𝙄𝙉 𝙄𝙉 𝙃𝙀𝙍𝙀:amann barangg ituu kan lekk? berapa ton masuk kemarin sama nanti malam?,Percakapan Biasa,Tidak Berisiko
10085,ak lagi push mmr 😡😡😡😡,Percakapan Biasa,Tidak Berisiko
10086,kami mati dari magrib sampai jam 3 siang 😇😇😇gak bisa masak dan yg kulkas pada busuk😁😁😁,Jadwal & Kegiatan,Tidak Berisiko
10087,PLN...meruuuuuuugi kan masarakat,Informasi Umum,Tidak Berisiko
10088,Kasian yg punya usaha🥺,Percakapan Biasa,Tidak Berisiko
10089,berapa ton yg berhasil lolos semalam pak,Percakapan Biasa,Tidak Berisiko
10090,di Medan daerah rumahku dari semalam mati sampai detik ini masih belum hidup listriknya 😭😭😭,Percakapan Biasa,Tidak Berisiko
10091,Brapa ton pak yang masuk 😂,Percakapan Biasa,Tidak Berisiko
10092,"Itu yg rame2 duduk di blakang ngapain woiii, kerjaaa kelen, masih padam disni",Percakapan Biasa,Tidak Berisiko
10093,[Stiker] keadaan semalam,Percakapan Biasa,Tidak Berisiko
10094,"kita rugi tidak ada penerangan, tp pihak PLN mana mau di salahkan",Informasi Umum,Tidak Berisiko
10095,iya deh kli ini di maafin tpi jngan di matiin lgi ya😭😂🙏,Percakapan Biasa,Tidak Berisiko
10096,lambat banget ngomong nya,Percakapan Biasa,Tidak Berisiko
10097,"kasih kabar dlu kek,pusing cari penerangan tengah mlm,lilin pun ludeh d warung😅",Percakapan Biasa,Tidak Berisiko
10098,udah minta maaf...selesai masalah..ok,Percakapan Biasa,Tidak Berisiko
10099,Barusan mati lagi lampu baru juga hidup anjir😏,Kata Kasar & Ancaman,Berisiko
10100,Pak kalo malam panas gak bisa tidur 😭,Percakapan Biasa,Tidak Berisiko
10101,@ThreandsByMutia,Percakapan Biasa,Tidak Berisiko
10102,"Intinya aja deh, sampe kapan kayak gini.",Percakapan Biasa,Tidak Berisiko
10103,langsung to the point aja... rumah ku kapan hidup listrik nya. sampek sekarang pukul 17:02 gak hidup²,Jadwal & Kegiatan,Tidak Berisiko
10104,cuma minta maaf JD j rugian kami g mana??,Percakapan Biasa,Tidak Berisiko
10105,kira2 disuruh mundur gk yach sm DPR RI,Percakapan Biasa,Tidak Berisiko
10106,kalau negara lain didenda pln nya...,Informasi Umum,Tidak Berisiko
10107,"ga mau, panas anjer",Percakapan Biasa,Tidak Berisiko
10108,Kira kira berapa ton yang lewat yaa,Percakapan Biasa,Tidak Berisiko
10109,𝐛𝐚𝐩𝐚𝐤 𝐤𝐮 𝐏𝐋𝐍,Percakapan Biasa,Tidak Berisiko
10110,sumatra selatan kena ga,Percakapan Biasa,Tidak Berisiko
10111,Plislah susah kalo ada yg sesak harus nebo😭,Percakapan Biasa,Tidak Berisiko
10112,minta tambah anggaran,Percakapan Biasa,Tidak Berisiko
10113,dinginnmn segeerrr,Percakapan Biasa,Tidak Berisiko
10114,kamu ga tau ke rugian rakyat.,Percakapan Biasa,Tidak Berisiko
10115,Ga kumaafin!!!,Percakapan Biasa,Tidak Berisiko
10116,GANTI AJA MENTRIINYA DAH,Percakapan Biasa,Tidak Berisiko
10117,kapan hidup lagi ni pak,Percakapan Biasa,Tidak Berisiko
10118,mls nian pak dari jam 8.33 pagi tadi sampe jam 14.45 baru idup takut agek mati lagi,Jadwal & Kegiatan,Tidak Berisiko
10119,negara knoha apa pun susah,Percakapan Biasa,Tidak Berisiko
10120,tuku token cash loh,Percakapan Biasa,Tidak Berisiko
10121,ini baru hidup tadi jam 16:00 dari semalem gila x ya,Jadwal & Kegiatan,Tidak Berisiko
10122,cukup jadi pertanyaan saja,Percakapan Biasa,Tidak Berisiko
10123,"Tiada maaf untuk kalian semua,sementara kami kalau nunggak 1 atau 3 bulan,langsung kali an putus listrik kami..apa adil itu",Informasi Umum,Tidak Berisiko
10124,"kami jam 3 sore tdi baru nyala, mana air ikutan mati... ampun x",Jadwal & Kegiatan,Tidak Berisiko
10125,lamoo lai poo,Percakapan Biasa,Tidak Berisiko
10126,aceh belom hdup pak,Percakapan Biasa,Tidak Berisiko
10127,alah alah,Percakapan Biasa,Tidak Berisiko
10128,"hadeeehhh payah,",Percakapan Biasa,Tidak Berisiko
10129,"Niat beli wifi biar ga ngeleg, malahh di bikin ngelegg sama yang bisa ngeleg",Percakapan Biasa,Tidak Berisiko
10130,solo Jawa Tengah dari sore sampai jam 11 mlm,Jadwal & Kegiatan,Tidak Berisiko
10131,pak kalo malam malam susah x tidur siang,Percakapan Biasa,Tidak Berisiko
10132,maaf terus bisanya pak.tapi kalau kami telat bayar ga di maafkan😒,Transaksi Aman,Tidak Berisiko
10133,berapa ton yang keluar masuk pak?,Percakapan Biasa,Tidak Berisiko
10134,Dipadang ada juga ni sebagian yg mati gimana itu,Percakapan Biasa,Tidak Berisiko
10135,mengundurkan diri gak?,Percakapan Biasa,Tidak Berisiko
10136,"Betul ini awal PLN akan naikkan tarif pajak,tidak heran jaman sekarang mempersulit Masyarakat secara tidak langsung ,maaf kalau salah",Informasi Umum,Tidak Berisiko
10137,"Kasih token gratis, es krim gw cair",Percakapan Biasa,Tidak Berisiko
10138,"apalagi yg punya baby,bayangin kepanasan alhasil bayi rewel nangis terus..🥺karna mati nya bukan bentar Berjam,,😭😭",Percakapan Biasa,Tidak Berisiko
10139,"bilang aja ada barang masuk🤣
ngalihin isu",Percakapan Biasa,Tidak Berisiko
10140,"gamau di maafin,api gwh ilang yg udh ratusan gara” ini😭😭",Percakapan Biasa,Tidak Berisiko
10141,sebut saja berapa ton yg loloss,Percakapan Biasa,Tidak Berisiko
10142,"semoga MLM ini kondusif PLN sumatere khususnya sumatera selatan, karna katanya MLM ini lanjut ada konser di Palembang. Slank dll",Informasi Umum,Tidak Berisiko
10143,"grgr kau aku gbs tdr, ga dgr suara cowoku",Percakapan Biasa,Tidak Berisiko
10144,bayar tidak boleh telat,Transaksi Aman,Tidak Berisiko
10145,di pecat ajalah..,Percakapan Biasa,Tidak Berisiko
10146,manusia aja ada gangguan apalgi mesin...,Percakapan Biasa,Tidak Berisiko
10147,lagi berak Anjir mati lampu 🤣🤣🤣🤣🤣,Kata Kasar & Ancaman,Berisiko
10148,es dagangan gw cair 😭😭,Percakapan Biasa,Tidak Berisiko
10149,"Maaf kau bilang,kami sulit dapat hotel dan. Harga hotel melambung",Percakapan Biasa,Tidak Berisiko
10150,satu jam mati listrik PLN satu milyar lebih kehilangan rupiah.,Informasi Umum,Tidak Berisiko
10151,Sumatra Selatan Hadir abiss usaha batu es ku jdi encer,Percakapan Biasa,Tidak Berisiko
10152,inilah pejabat negri kanoha banjir suami kebakaran dan saat ini lampu mati .cukup mi ta maap tampa ada tindakan usaha perbaikan .,Percakapan Biasa,Tidak Berisiko
10153,LAMPUNG KENA JUGA WOY,Percakapan Biasa,Tidak Berisiko
10154,kagak mau maaf in . Lampung pernah tahun kemaren 2hari mari listrik total serasa hidup primitif di goa .,Informasi Umum,Tidak Berisiko
10155,di Aceh udh 24 jm mati lmpu kek mna ini pak,Percakapan Biasa,Tidak Berisiko
10156,kita harus banyak makan MBG,Percakapan Biasa,Tidak Berisiko
10157,Kasi gratis lah 3 bulan,Percakapan Biasa,Tidak Berisiko
10158,masak sumut aja provinsi yg laen kek kami kaya kok ga di negara indo kan janjinya mau era digital untuk ga pas tka pak pak tapi tetap hormat semangat pak,Percakapan Biasa,Tidak Berisiko
10159,kami maaf kan tp ada kopensasikan ya?😁😅😁,Percakapan Biasa,Tidak Berisiko
10160,mundurrr lah enak ajaa,Percakapan Biasa,Tidak Berisiko
10161,"yg sempurna Nn a Ganta ciptaan Allah SWT.. apapun kehendaknya
slu khusnuzon..",Percakapan Biasa,Tidak Berisiko
10162,Alaahhhh lagu lama kau ni pak,Percakapan Biasa,Tidak Berisiko
10163,"tiba masyarakat telat sehari bayar udah kenak denda,terus kalok beberapa hari telat udah dapat surat pemutusan .eh mereka cuman mintak maaf😂",Transaksi Aman,Tidak Berisiko
10164,"gamau maafin, mati lampu lagi iniii",Percakapan Biasa,Tidak Berisiko
10165,[Stiker] gara gara PLN aku gabisa brak,Informasi Umum,Tidak Berisiko
10166,"gw pas lg potong rambut loh pak , gw ditertawain seisi rumah kami gegara potongan rambut gw sebelah doang, ditunggu2 berjam2 ga idup2 listrknya",Jadwal & Kegiatan,Tidak Berisiko
10167,nah yg tinggal disini,Percakapan Biasa,Tidak Berisiko
10168,dkpp pak kami masih aman,Percakapan Biasa,Tidak Berisiko
10169,2 jam lagi sudah 24jam mati di rantau prapat labuhan batu,Jadwal & Kegiatan,Tidak Berisiko
10170,Pasti pln rugi karena mati lampu,Informasi Umum,Tidak Berisiko
10171,gara2 bapak aku mandi di sungai,Percakapan Biasa,Tidak Berisiko
10172,agak laen kutengok...!,Percakapan Biasa,Tidak Berisiko
10173,mati lampu lagi wkwkw jam 3 sore ini,Jadwal & Kegiatan,Tidak Berisiko
10174,"kota kisaran mati lampu, gimana ini",Percakapan Biasa,Tidak Berisiko
10175,habis sumatra pulau mna lagi nie ?,Percakapan Biasa,Tidak Berisiko
10176,tempat ku kk hidupnya jm 1 siang td,Percakapan Biasa,Tidak Berisiko
10177,Pak rumah saya masih mati pak gimana ini?,Percakapan Biasa,Tidak Berisiko
10178,"pertamina minta maaf
pln minta maaf
emang salah apa?",Informasi Umum,Tidak Berisiko
10179,[Stiker] sumukkk oii,Percakapan Biasa,Tidak Berisiko
10180,"kapan hidupnya lampunya sampe skrng gk idup""",Percakapan Biasa,Tidak Berisiko
10181,enak ya coba kita telat bayar 🤣🤣👎👎👎♥️🇮🇩,Transaksi Aman,Tidak Berisiko
10182,token ngak bisa di lihat nomor nya wak,Percakapan Biasa,Tidak Berisiko
10183,baru hidup lampu di tempt ku,Percakapan Biasa,Tidak Berisiko
10184,Kami jam 7.10 menit pagibtadi,Jadwal & Kegiatan,Tidak Berisiko
10185,"di tempatku Riau sudah 2 hari mati lampu, semalam dari jam 7 malam - 3 subuh, hari ini jam 9 - 3, menyala sekali panasnya🙂",Jadwal & Kegiatan,Tidak Berisiko
10186,Ada apa ini pak,Percakapan Biasa,Tidak Berisiko
10187,cuma minta maaf. tp g ada ganti rugi,Percakapan Biasa,Tidak Berisiko
10188,kerugian masyarakat di gabti GK karna pemadaman ini,Informasi Umum,Tidak Berisiko
10189,"knpa ya Malaysia Singapore ngk pernah mati lampu.. walaupun hujan petir,,badai.. Malaysia dulu ada mati air beberapa hati..tapi dikasih tahu lebih awal..",Percakapan Biasa,Tidak Berisiko
10190,minta tolong pak jangan lagi terulang mohon ya pak...,Percakapan Biasa,Tidak Berisiko
10191,"terlalu bertele"" ngejelasin nya, tinggal tho the point aja padahal mah,",Percakapan Biasa,Tidak Berisiko
10192,"gpp pak positif nya di rumah bisa tanpa gadget, jdi bisa ngobrol dan bercanda. vibesnya berasa waktu masih kecil🥰",Percakapan Biasa,Tidak Berisiko
10193,"kalo telat bayar yg pascabayar langsung dikasih surat pemutusan, telat ngisi token langsung padam, tapi kl kesalahan dr pihak PLN ga ada kompensasi apa2 yang merugikan banyak rakyat Negara ini",Transaksi Aman,Tidak Berisiko
10194,[Stiker] Kisaran tadi malam,Percakapan Biasa,Tidak Berisiko
10195,gamau maffin aku tidur banyak nyamukk,Percakapan Biasa,Tidak Berisiko
10196,"pkok nyo jambi mati lampu terus
semalam bee sampe jm 1 mlm baru idup dari magrib sampe jm 1 malam siang nyo mati jugo",Percakapan Biasa,Tidak Berisiko
10197,setuju aku soal nya aku bakar singkong beh enak banget suasana nya,Percakapan Biasa,Tidak Berisiko
10198,"kalo masyarakat telat bayar,kena denda sampai sangsi pemutusan,kalo PLN nya yg gak nyala,musti nya kita denda juga dong,.....emang kalo masyarakat telat bayar,minta maaf trus bisa lunas,kan nggak,,,,???!!!",Transaksi Aman,Tidak Berisiko
10199,Aku tidur kayak orang baru habis mandi full di gigit nyamuk,Percakapan Biasa,Tidak Berisiko
10200,alasannya gak masuk akal,Percakapan Biasa,Tidak Berisiko
10201,dunia lagi mentereng listrikny malah di padamin plis ini udh kayak di nerakaaaa panass bgtt,Percakapan Biasa,Tidak Berisiko
10202,tiap mudik pasti di rumah mati lampu terus mana bayarnya naik terus 😏,Percakapan Biasa,Tidak Berisiko
10203,yang samping kok gak bisa tenag,Percakapan Biasa,Tidak Berisiko
10204,tadi malam mati lampu..nah siang hari ini jga mati ..dr jam 11 smapai jam 3sore..masyallah...betul2 shock aku😁😁,Jadwal & Kegiatan,Tidak Berisiko
10205,aku gabisa bobo tauk😒,Percakapan Biasa,Tidak Berisiko
10206,@dfrrrna @hyouname @cib.ca,Percakapan Biasa,Tidak Berisiko
10207,maaf teroooss,Percakapan Biasa,Tidak Berisiko
10208,"dirut bangke, kepansan aku tdi malam",Percakapan Biasa,Tidak Berisiko
10209,"itu supaya anggaran klian segera diturun kan
biar turun anggaran yg besar buat kalian..",Percakapan Biasa,Tidak Berisiko
10210,tmpt qu baru aja nyala tpi kurang arus,Percakapan Biasa,Tidak Berisiko
10211,hidupkan lah cepat pak tambah susah masarakat,Percakapan Biasa,Tidak Berisiko
10212,mati lampu permohonan maaf klu telat bayar atau gax bisa isi token bisa gax memakai permohonan maaf😅,Transaksi Aman,Tidak Berisiko
10213,"gara mati lampu banyak orang nggak jualan hari ini, termasuk saya😭",Percakapan Biasa,Tidak Berisiko
10214,Hanya minta maaf? Di daerah kmi sehari bisa 5-7x mati rusak semua elektronik gak ada pertanggung jawaban🥵,Percakapan Biasa,Tidak Berisiko
10215,"gamao, aku kuliah ga mandi cok",Kata Kasar & Ancaman,Berisiko
10216,maaf diterima tapi kompensasi listrik 3 bulan aja gpp,Informasi Umum,Tidak Berisiko
10217,gamau ah aku gada batre dari jam 8 malam sampek setengah 4 sore,Jadwal & Kegiatan,Tidak Berisiko
10218,𝘥𝘪 𝘵𝘦𝘮𝘱𝘢𝘵 𝘬𝘢𝘮𝘪 𝘫𝘮 7 𝘱𝘢𝘨𝘪 𝘵𝘥 𝘩𝘪𝘥𝘶𝘱 𝘯𝘺𝘢,Percakapan Biasa,Tidak Berisiko
10219,[Stiker] ENGGA MAU ENGGA MAU MAAFIN,Percakapan Biasa,Tidak Berisiko
10220,[Stiker] Gk ada kata maaf,Percakapan Biasa,Tidak Berisiko
10221,Kami telat bayar satu hari bisa minta maap pak????,Transaksi Aman,Tidak Berisiko
10222,"di Medan 20 jam,,ini baru baru nyala
bayangin,tanpa listrik dan air",Informasi Umum,Tidak Berisiko
10223,mati lagii😭😭😭,Percakapan Biasa,Tidak Berisiko
10224,kno harus malam hari aduh GK kasih info LG😒,Percakapan Biasa,Tidak Berisiko
10225,sumbar mati lampu lagi pk..,Percakapan Biasa,Tidak Berisiko
10226,giliran telat bayar dicabut,Transaksi Aman,Tidak Berisiko
10227,stop nyawitlah PLN,Informasi Umum,Tidak Berisiko
10228,"kami pikir kena rudal , makanya sampai padam",Percakapan Biasa,Tidak Berisiko
10229,udah mati lampu gak ada sinyal pula😭😭,Percakapan Biasa,Tidak Berisiko
10230,prenngsewu Lampung juga mati,Percakapan Biasa,Tidak Berisiko
10231,Jadi inget dulu Pakde sidak langsung ke kantor PLN auto kena omel petinggi PLN krna berbelit-belit kasih penjelasan😂,Informasi Umum,Tidak Berisiko
10232,sampe aku sekolah td mandi sungai pak pagi pagi buta😭,Percakapan Biasa,Tidak Berisiko
10233,oii ini kapan hidopp lgii,Percakapan Biasa,Tidak Berisiko
10234,"diaceh masih mati lampu secara keseluruhan, sudahlah mati lampu kemaren waktu banjir ini malah lanjut lagi mati, no komenlah😔😔",Percakapan Biasa,Tidak Berisiko
10235,"gamauu,gue kepanasan",Percakapan Biasa,Tidak Berisiko
10236,"Medan gak diangap bah, padahal mati lampu juga behh kasus men",Percakapan Biasa,Tidak Berisiko
10237,mati lampu lagi jir,Percakapan Biasa,Tidak Berisiko
10238,Ngecas hp di galon pertamina,Percakapan Biasa,Tidak Berisiko
10239,alhasil ngipasin anak Sampe ga tidur² coo😭,Percakapan Biasa,Tidak Berisiko
10240,jadi ingt tragedi pohon sengon😂,Percakapan Biasa,Tidak Berisiko
10241,[Stiker] gamau maapin smlm gua sampe tidur di lantai sambil ngeromet,Percakapan Biasa,Tidak Berisiko
10242,"kami dari jam 7 malam sampai pukul 5 sore n belum juga hidup,air gak ada juga",Jadwal & Kegiatan,Tidak Berisiko
10243,"sekarang baru mati, waktu banjir besar ga separah ini matinya",Percakapan Biasa,Tidak Berisiko
10244,apakah nanti mati lampu lagi?,Percakapan Biasa,Tidak Berisiko
10245,"GK mau maafin dtmpat aku Uda 22 jam mati,ank ku GK bisa tidor🥵",Percakapan Biasa,Tidak Berisiko
10246,"cuman minta ma,af aja kalau kami yg telat bayar ko di denda",Transaksi Aman,Tidak Berisiko
10247,"gara² ini aku milih tidur di lantai skrg kpla ku oyong,tidur di kasur panas
ank aku merengek gak bisa tidurr,Ac mati 😏🤬",Percakapan Biasa,Tidak Berisiko
10248,"emosi bgt gua njir, dari sekitaran jam 6 lewat kmrn baru nyala bbrp menit yg lalu. sumpah gamau gue maafin!!!!😭😭😭",Jadwal & Kegiatan,Tidak Berisiko
10249,"Kalau sempat smua harus listrik uda klepek klepek kita pak, seperti kata pak Prabowo smua listrik... 😁😁😁",Informasi Umum,Tidak Berisiko
10250,"cuma minta maaf, mundur woi",Percakapan Biasa,Tidak Berisiko
10251,lah caption sejumlah wilayah Sumatra? seluruh wilayah Sumatra aturan kan,Percakapan Biasa,Tidak Berisiko
10252,mau sampai berapa lm Paakkkkkk...mengganggu pendapatan rakyat kecil lagi....👺👺👺👺👺,Percakapan Biasa,Tidak Berisiko
10253,Di Tempat gw dari mulai jam 7 malam kemarin baru tadi jam 1 siang baru nyala 🙄🙄,Jadwal & Kegiatan,Tidak Berisiko
10254,mati lmpu nya di sengaja apa ngk😂,Kata Kasar & Ancaman,Berisiko
10255,di Aceh sampai sekarang masih mati listrik belum hidup,Informasi Umum,Tidak Berisiko
10256,giliran telat bayar aja lngsg di copot tu meteran ganti token😏,Transaksi Aman,Tidak Berisiko
10257,Hidup jokowi....,Percakapan Biasa,Tidak Berisiko
10258,ada apa ini,Percakapan Biasa,Tidak Berisiko
10259,ancur udah,Percakapan Biasa,Tidak Berisiko
10260,bjg ramer mti lampu lgi ini udh 2 jam,Percakapan Biasa,Tidak Berisiko
10261,maaf aja apa cukup stlah smw ini terjadi🥹,Percakapan Biasa,Tidak Berisiko
10262,padam minta maaf.. telat bayar putus😁,Transaksi Aman,Tidak Berisiko
10263,sebut aja udah lolos berapa ton?,Percakapan Biasa,Tidak Berisiko
10264,"kerugian bukan hanya materi tapi mental, marelan pasar 5 terjun masih mati sdh mau 24 jam @PLN
tolong kami punya bayi sangat terganggu mati lampu begitu lama",Informasi Umum,Tidak Berisiko
10265,"yaudah gk apa"" udah hidup juga kan sekarang listrik nya...sekarang pertanyaan saya brapa Ton yg lolos pak???cairrr nihh nampak nya😌",Informasi Umum,Tidak Berisiko
10266,Sumatra Mulu kek nya yang kenal gelep,Percakapan Biasa,Tidak Berisiko
10267,kok ngak ada dia sebut nama Sumatra Barat tu😭,Percakapan Biasa,Tidak Berisiko
10268,enak ya minta maaf😂 kerugian ekonomi rakyat bagaimana,Percakapan Biasa,Tidak Berisiko
10269,mati lampu lagi ni kenapa woy,Percakapan Biasa,Tidak Berisiko
10270,Pengalihan isu ini 😌,Percakapan Biasa,Tidak Berisiko
10271,kakk aku bru beli kipas dtg kipas blm di unboxing lngsung mati😭,Percakapan Biasa,Tidak Berisiko
10272,"Maaf aja gabisa pak, harus ad kompensasi lahh buat rakyatnya",Percakapan Biasa,Tidak Berisiko
10273,gila banget padam nya dari jam 7 sore sampe balik lagi ke jam 5sore besok nya😭,Jadwal & Kegiatan,Tidak Berisiko
10274,@Tiwi iki tohhh,Percakapan Biasa,Tidak Berisiko
10275,No way! You guys planned it. We don’t believe your statements that easy!,Percakapan Biasa,Tidak Berisiko
10276,bisa g sih langsung to the point ARTIKULASINYA KURANG JELAS,Percakapan Biasa,Tidak Berisiko
10277,mati lampu lagii ges dilampung tengah. tolong. trauma yg mati lampu 3 hari😃,Kata Kasar & Ancaman,Berisiko
10278,Hmmm🙄,Percakapan Biasa,Tidak Berisiko
10279,Pak daerah ku namobintang kapan hidup listrik nya sampek skrng blum hidup juga 🥹,Informasi Umum,Tidak Berisiko
10280,dari jam 05:30 pagi hidup lampu jam 03:30 sore,Jadwal & Kegiatan,Tidak Berisiko
10281,ini pak Dirut harus di panggil DPR RI,Percakapan Biasa,Tidak Berisiko
10282,ini udh nyala apa blm ya?,Percakapan Biasa,Tidak Berisiko
10283,"oh, gitu ya Pak, system nya.",Percakapan Biasa,Tidak Berisiko
10284,"oyaaa pakkk kami plembng lantak mati gale sinyal lampu,, ngpe nak mintak maaf dgn sebagian daerah be,, cak wong Kubo Tobo lantak mati jam 7 sampe pagi hari jam 9",Jadwal & Kegiatan,Tidak Berisiko
10285,kalo nunggak bayar 2 bulan minta maaf gimana ya 🗿...,Transaksi Aman,Tidak Berisiko
