pesan,kategori,label
@gerindra 24 jam tidak hidup hidup beraktivitas pun susah kayak gini min,Percakapan Biasa,Tidak Berisiko
gamau maafin aku kepanasan soalnya😭,Percakapan Biasa,Tidak Berisiko
sebagai warga Riau aku gamau maafin 😭,Percakapan Biasa,Tidak Berisiko
"hidupin lah listrik nya woyyy,gua berak udah gak pake aerrr gara2 mati listrik",Informasi Umum,Tidak Berisiko
kokkk mati lagi ini lampuny cmn ny,Percakapan Biasa,Tidak Berisiko
nanti mati lampu lagi 🗿,Percakapan Biasa,Tidak Berisiko
Gak ku maafin gara-gara dia kerjaan terganggu😑,Percakapan Biasa,Tidak Berisiko
bayar gak boleh telat..sekali telat mau d putus....,Transaksi Aman,Tidak Berisiko
sdh terbiasa sering lampu mati klo d jambi sdh wajar lmpu mati soalnya mash plosok jmbi tuh,Kata Kasar & Ancaman,Berisiko
"Selain memastikan tidak akan terjadi lagi, sebagai wujud prihatin dan tanggung jawab kami, dua bulan ke depan untuk pelanggan yang terdampak kami gratiskan.
Sesederhana itu padahal.🙂",Jadwal & Kegiatan,Tidak Berisiko
ada gangguan/GK ada gangguan tetep aja mati lampu setiap hari,Percakapan Biasa,Tidak Berisiko
"pas tanggal 20an.
listrik belum bayar.
udah di ancem pakek surat.
adil kah.?",Transaksi Aman,Tidak Berisiko
"kompensasi nya pak, bukan cuma maaf doang..😁",Percakapan Biasa,Tidak Berisiko
gamau maapin saya tidak bisa mengecas hp,Percakapan Biasa,Tidak Berisiko
Ga mau maafin! Merajuk 😭 bayangin incess tidur kepanasan + digigitin nyamuk 😭 sebel banget 😡,Percakapan Biasa,Tidak Berisiko
"muter muter dan cuma minta maaf,,, klo pelanggan telat bayar diputus,",Transaksi Aman,Tidak Berisiko
"Kami padam jam 18.44 nyala jam 16,30",Jadwal & Kegiatan,Tidak Berisiko
kalo bisa mati lampu jangan sampai pagi dong 😭 tampah pula gk ada internet😭😭😭,Percakapan Biasa,Tidak Berisiko
p malam ni mati lampu lagi ngga,Percakapan Biasa,Tidak Berisiko
"minta maaf boleh, jadi untuk kerugian yg di Terima oleh masyarakat, pengusaha, gi mana pak,",Percakapan Biasa,Tidak Berisiko
"harusnya imo, gara gara mati lampu ga jadi imo.. pemerintah harus tanggung jawab 😭",Percakapan Biasa,Tidak Berisiko
"EMG beberapa ton yg lewat si pak
kok lama bnr lewat nya",Percakapan Biasa,Tidak Berisiko
"gmw maapin kami sekeluarga tdr di ruang tamu,mana buka pintu ttp pintu panas buka pintu banyak nyamuk😏",Percakapan Biasa,Tidak Berisiko
dakmau maafin,Percakapan Biasa,Tidak Berisiko
"kalau di negeri sakura, sudah mengundurkan diri dengan kesatria",Percakapan Biasa,Tidak Berisiko
sinyal eksis 🤭 no problem,Percakapan Biasa,Tidak Berisiko
ey tapi knp tiap malam mati ni lampu nyaaa,Percakapan Biasa,Tidak Berisiko
gak papa sih karna langitnya bagus juga,Percakapan Biasa,Tidak Berisiko
pecattt,Percakapan Biasa,Tidak Berisiko
"di daerahh guaa matii lampu lagii nihh ,ahelahhhhhh",Percakapan Biasa,Tidak Berisiko
kl msyrkat telat byar tiada maaf 😅,Percakapan Biasa,Tidak Berisiko
"gk mau....
skrg udah di padamkan lagi...",Percakapan Biasa,Tidak Berisiko
"sekira nya sudah gak mampu menangani dan memberi layanan yang memuaskan kan
jual aja ke swasta",Percakapan Biasa,Tidak Berisiko
klo pelanggan telat bayar bisalah minta maaf pak,Transaksi Aman,Tidak Berisiko
"ga mauu, aku nangis karna takut gelap😔",Percakapan Biasa,Tidak Berisiko
gak pernah serindu ini ingin mandi pak😭,Percakapan Biasa,Tidak Berisiko
jngan cuma minta maaf harusnya dapat tagihan listrik gratis walaupun tidak bnyak !! itu baru adil,Transaksi Aman,Tidak Berisiko
tapi sampe sekarang masi mati tempat kami pak😭,Percakapan Biasa,Tidak Berisiko
"apa pun alasannya mungkinkah
Solusi terbaik bagi dan untuk ini negara adalah kembali ke pada UUD RIS Republik Indonesia Serikat atau kata lain negara federal agar daerah dapat mengurus kemandirian daerah masing masing 👌 dengan alasan dikarenakan Kita adalah negara di lahir kan dari kesepakatan Bangsa Bangsa 👌",Percakapan Biasa,Tidak Berisiko
"gx segampang itu minta maaf ferguso,😁 aku 3 jam kepanasan dan ngipasin anakku sampe pegel",Percakapan Biasa,Tidak Berisiko
Tak ada serangan rudal listrik mati selama sekitar 24 jam bagaimana kalo ada perang beneran? Apa yg bisa disiapkan PLN???,Kata Kasar & Ancaman,Berisiko
pura2 gk tau ajah ahh 🥴,Percakapan Biasa,Tidak Berisiko
"Apa lagi kami para pedagang UMKM pak, yg semuanya pake listrik’ lah kalau listrik mati gimana kami mau cari nafkah pak",Informasi Umum,Tidak Berisiko
Medan 12 jam mati lampu semalam...Barusan jam 17.30 mati lagi 😭😭bisa2 sampai besok subuh baru hidup lagi... Astaga 😭😭😭,Jadwal & Kegiatan,Tidak Berisiko
jujurlah pak,Percakapan Biasa,Tidak Berisiko
"intinya gini, udah dapat berapa ton bos?",Percakapan Biasa,Tidak Berisiko
Woi kami bayar abonemen itu sebulan full! Kalo begini layanan kalian harusnya dihitung proporsional berapa jam dan hari kami rugi kondisi mati listri!!!!,Transaksi Aman,Tidak Berisiko
"minta maaf ,konsumen telat bayar kena denda",Transaksi Aman,Tidak Berisiko
"aku kerja, malam g tidur, anak rewel terus satu Malaman g bisa tidur.
apa ganti ruginya ke masyarakat terdampak?
giliran pembayaran dll mau cepat2.",Transaksi Aman,Tidak Berisiko
@daffa22 kamu maafin sengg?,Percakapan Biasa,Tidak Berisiko
pie Iki pak Palembang bagian banyuasin kurang arus trs tiap sore dan pagi hari mas,Percakapan Biasa,Tidak Berisiko
"lahh ini baru aja mati lagi listriknya pak, apakah hari ini juga bakal sampe tengah malam lagi?",Percakapan Biasa,Tidak Berisiko
yah mati lagi lampu di kabupaten agam🗿,Percakapan Biasa,Tidak Berisiko
"enak cm minta maaf, giliran tarif naik trs",Percakapan Biasa,Tidak Berisiko
Hna peu meuah sit 😌,Percakapan Biasa,Tidak Berisiko
listrik harus bayar kalau gak bayar gak ada listrik.. nah pas mati kemaren kami dapet apa..? ada kompensasi nya kah..?,Transaksi Aman,Tidak Berisiko
"Gak usah minta maaf pak, emang Indonesia ini lagi di pandan berbagai macam problem? Yg harga pada mahal,yg Indomaret ditutup dan banyak nya pengguguran pak. Indonesia semakin lama malah semakin carut marut pak",Percakapan Biasa,Tidak Berisiko
kau bilang maaf trus bagai mana dengan kami yg berbisnis tetas telur dengan pln . gak ada listrik gak netas dan rugi total . gimna critanya,Informasi Umum,Tidak Berisiko
"mati lampu lagi anjir lah, dahlah nggk sempet ngecas 🗿",Kata Kasar & Ancaman,Berisiko
ganti rugi ga ya PLN ke konsumen,Informasi Umum,Tidak Berisiko
ikanku mati anj,Percakapan Biasa,Tidak Berisiko
Sampai jam segini sumut khusunya kab labuhanbatu belum menyala. Fix 24 jam sudah padam,Percakapan Biasa,Tidak Berisiko
"gakkk papa kok pak, gak usah minta maaf Pak.. aku ga se-egois itu pak. tapi agak gatel gigitan nyamuk tdi malam Pak, agak mandi keringat jugaaa Pak sampai tidur di lantai pun di gigit semut😭💔",Percakapan Biasa,Tidak Berisiko
Mundur 😡,Percakapan Biasa,Tidak Berisiko
Unit 2 Pltu Sumsel 8 udah di nyalakan pak,Percakapan Biasa,Tidak Berisiko
anjur maning,Percakapan Biasa,Tidak Berisiko
Daerah kami di medan Tuntungan mati sekitar pukul 17.30 baru hidup kembali sekitar pukul 17.00 (ini hari),Jadwal & Kegiatan,Tidak Berisiko
gilak masik mati lampu ini,Percakapan Biasa,Tidak Berisiko
"gamau maapin, ak tidur kepanasan, banyak nyamuk, gd jrngn seharian gbs ngapa ngapain",Percakapan Biasa,Tidak Berisiko
kompensasi harusnya diskon 50% bayar listrik bulan ini,Transaksi Aman,Tidak Berisiko
"gk mau maapin aku tidur bedandapan gk punya lilin, hp drop",Percakapan Biasa,Tidak Berisiko
"dengan maaf listrik bisa hidup gitu,.",Informasi Umum,Tidak Berisiko
Sanksinya apa ?,Percakapan Biasa,Tidak Berisiko
"terlepas dari cuaca ekstrem.. atau kendala teknis... saya menyakinkan bahwa "" byar pet"" (listrik sering padam ) akan terjadi... krna krisis suplai daya dri Pembangkit!!!.....",Informasi Umum,Tidak Berisiko
"pakk, idupin listrik nya😭",Informasi Umum,Tidak Berisiko
"kompensasi lah pak
asik minta maaf aja,klarifikasi.. gitu2 aja
kami telat bayar listrik kenak denda
oalaahhh eeekkk",Transaksi Aman,Tidak Berisiko
gak mau mafin... tiga tong es krim kuh meleleh semua... mau gnti rugi ngk,Percakapan Biasa,Tidak Berisiko
"kalo telat bayar, gak bisa minta maaf😆😆",Transaksi Aman,Tidak Berisiko
22 jam mati lampu parah banget 😏😏,Percakapan Biasa,Tidak Berisiko
aahhhhhh banyak omong lohhh....inti ny kami kecewa.,Percakapan Biasa,Tidak Berisiko
males maafin ikan ku mati😒,Percakapan Biasa,Tidak Berisiko
gak mauuuuu,Percakapan Biasa,Tidak Berisiko
Kata2 paling sakti MINTA MAAF,Percakapan Biasa,Tidak Berisiko
tiada mf bagi mu😂,Percakapan Biasa,Tidak Berisiko
ganti aja rompi nya jadi warna orange atau warna kuning pak,Percakapan Biasa,Tidak Berisiko
mls aku lagi berak sendiri di rumah mati malah mati lampu tiba' 🗿ya ku maafin 🙏😭,Percakapan Biasa,Tidak Berisiko
"gamau di maafin, aku baru nyetekin nasi mau makan gajadi makan tdi malem🥹",Percakapan Biasa,Tidak Berisiko
masa 5propensi mati lampu,Percakapan Biasa,Tidak Berisiko
"jgn maaf, pecat & ganti yg lbh profesional. listrik padam selalu dilakukan suka²nya saja tanpa ada penjadwalan ato notifikasi bahkan dlm 1 bln bisa 5 kali pemadam. dampaknya elektronik spt DVR, mesin pompa air & bbrp elektronik lainnya error.",Informasi Umum,Tidak Berisiko
HALLLAAH . SEBUT AJA LEWAT BERAPA TON,Percakapan Biasa,Tidak Berisiko
boleh minta kompensasi enggak si pak kalo gara² cuaca buruk?,Percakapan Biasa,Tidak Berisiko
pak sakit hati 😭,Percakapan Biasa,Tidak Berisiko
Sumsel Juga Mati Lampu 😭,Percakapan Biasa,Tidak Berisiko
capek ah 😏,Percakapan Biasa,Tidak Berisiko
"please,,, jaringan Apk kerjaan di KALTIM jadi ke ganggu😌",Percakapan Biasa,Tidak Berisiko
nt kl kmi gak ada uang untk bayar kmi boleh y pak mt maaf juga,Transaksi Aman,Tidak Berisiko
Cair cair.. FTV,Percakapan Biasa,Tidak Berisiko
"gada maaf, rugi duit, rugi tenaga🙂",Percakapan Biasa,Tidak Berisiko
"minta maaf dan mundur, itu br gentleman",Percakapan Biasa,Tidak Berisiko
kalau yg minta maaf rakyat telat bayar tagihan apa di maafkan😁🤣🤣,Transaksi Aman,Tidak Berisiko
minta maaf aja .kerjaa kerjaaaaa @PLN udah mau 24 jam rumah ku padam listriknya.,Informasi Umum,Tidak Berisiko
Untung gw tdi malam cmn 3 jam,Percakapan Biasa,Tidak Berisiko
"gamau maafin, ak gabisa slipkol sama pacarku",Percakapan Biasa,Tidak Berisiko
maaf nanya apa malam ini lampu gak mati lagi,Percakapan Biasa,Tidak Berisiko
"Lampung gk disebut,MLS gwa maafin min😏",Percakapan Biasa,Tidak Berisiko
semangat buat PLN,Informasi Umum,Tidak Berisiko
untung pake wifi starling😹,Percakapan Biasa,Tidak Berisiko
"gk mau maafin, gk bisa tidur klau mlm berkeringat",Percakapan Biasa,Tidak Berisiko
"PLN, no no yahh",Informasi Umum,Tidak Berisiko
untung di sumut jam 3 pagi dh hidup🗿,Jadwal & Kegiatan,Tidak Berisiko
"mles aku maafi nya, kalian smua pln merusak mod ku🙄",Informasi Umum,Tidak Berisiko
ga ada minta maaf ganti rugi,Percakapan Biasa,Tidak Berisiko
kembali ke jaman batu aja pak biar nggak punya hp kan seru pada main bolah,Percakapan Biasa,Tidak Berisiko
[Stiker] di tempat ku udah hidup pukul 17:40,Jadwal & Kegiatan,Tidak Berisiko
lampung jg kena imbassss,Percakapan Biasa,Tidak Berisiko
gamau maafin medan baru hidup lek🥰,Percakapan Biasa,Tidak Berisiko
woy ini mati lampu lagi di lampung,Percakapan Biasa,Tidak Berisiko
maaf nya . sudah diterima & sedang di proses. .. mohon tunggu sebentar.,Percakapan Biasa,Tidak Berisiko
enak aja minta maaf aja ....tatkala masyarakat telat bayar kena denda. ini listrik mati 13 jam .......ini belum pernah terjadi dari zaman bapa Soeharto....bayangkan berapa kerugian khusus usaha yang butuh listrik.. contoh ternak ayam...jadi kalau mau adil .....berikan kompensasi kepada masyarakat.....,Transaksi Aman,Tidak Berisiko
pengalihan isu harga sawit+sabu masuk berton ton,Percakapan Biasa,Tidak Berisiko
Kenapa ya pak dareah pesnghasil minyak semua yg terkena gangguan??? Cuma tanyak aja pak,Percakapan Biasa,Tidak Berisiko
nanti malam gak mati lampu kan nanti kayak tadi malam,Percakapan Biasa,Tidak Berisiko
"jiiaaahhhh...
td mslam 18.44 padam.. menyala lagi pukul 01.45..
siang ini padam lagi dari pukul 11 ... menyala baru 16.15an..
apa sihhh...",Jadwal & Kegiatan,Tidak Berisiko
Gara”tadi mlm aku tidur pindah”,Percakapan Biasa,Tidak Berisiko
"[Stiker] gmw aku, panas kli ini loh",Percakapan Biasa,Tidak Berisiko
"Singkat aja pak, mau berapa hari mati lampu nya?",Percakapan Biasa,Tidak Berisiko
tiada maaf bagi mu😁,Percakapan Biasa,Tidak Berisiko
DIRUT PLN CHINA?,Informasi Umum,Tidak Berisiko
"gak ada ya, panas gile",Percakapan Biasa,Tidak Berisiko
Denda ayo Denda,Percakapan Biasa,Tidak Berisiko
[Stiker] pak info loker🫣🙏,Percakapan Biasa,Tidak Berisiko
"gak di maafin , aku gak bisa vc bobo😏",Percakapan Biasa,Tidak Berisiko
kok gua malah senang yah🗿,Percakapan Biasa,Tidak Berisiko
knp gak siang aja mati lampunya MLM gabis tidur GERAHHHH😭😭,Percakapan Biasa,Tidak Berisiko
[Stiker] 28 ton masuk ya kan pak,Percakapan Biasa,Tidak Berisiko
dimedan dari jam 7 malam sampai jam 10 pagi,Jadwal & Kegiatan,Tidak Berisiko
mati lampu tadi malam tapi bulan terang bangett,Percakapan Biasa,Tidak Berisiko
ank ank kasihan dri jm 7 malam smpai jam setengah 5,Percakapan Biasa,Tidak Berisiko
"Tidak di maafin . Badan aku bedaki seharian , aku gk bisa tidur semalaman panasssss . Daki badan dari malam sampek sore betumpuk . Risihhhh",Percakapan Biasa,Tidak Berisiko
kami pelanggan juga ingin menyampaikan permohonan kompensasi sebesar-besarnya Pak... 😭,Percakapan Biasa,Tidak Berisiko
yang penting mau berminta maaf kepada masyarakat,Percakapan Biasa,Tidak Berisiko
"hanya minta maaf trus mslh selesai...
giliran rakyat telat bayar listrik,tdk ada kata maaf lngsung di cabut 😁😁😁
indahnya indonesiku",Transaksi Aman,Tidak Berisiko
disini jam 4 subuh dah hidup,Jadwal & Kegiatan,Tidak Berisiko
maaf aja tidak cukup🙂,Percakapan Biasa,Tidak Berisiko
maaf aja pak? minimal kasih token gratis lah😂,Percakapan Biasa,Tidak Berisiko
"kesalahan patal , Banyak masyarakat / pelanggan yg di rugikan , Tapi kalu PLN yg di rugikan rakyat / konsumen di Bebani listrik tarif di naikan untuk mengganti kerugian nya 😮😮",Informasi Umum,Tidak Berisiko
20 jam kami mati pak,Percakapan Biasa,Tidak Berisiko
di Lampung lampu nyala jam 22.30 malam,Jadwal & Kegiatan,Tidak Berisiko
"mulai sekarang,,kalo waktu kita byar tagihan nya kalo agak lama kita minta maaf,,jgn lngsung d kasih putus meteran nya..",Transaksi Aman,Tidak Berisiko
Tanggung jawab pak semalem anak saya ngamuk jadi di ajak ngungsi ke tempat yg hidup lampu nya ya ini tempat bermain anak anak 🫠,Percakapan Biasa,Tidak Berisiko
"parahhhhh bgt, berapa total kerugiannya tuh untuk para usaha yang harus pake listrik",Informasi Umum,Tidak Berisiko
kek mna pak hidup lagi malah arus turun kulkas aja gak bunyi sedih kali aku pak 🥹,Percakapan Biasa,Tidak Berisiko
"gada pigi sna, badmood ak da",Percakapan Biasa,Tidak Berisiko
ga mau maafin aku ga bisa tidur gara2 mati lampu😭,Percakapan Biasa,Tidak Berisiko
harus nya bulaan idepan bayaran listrik token maupun bukan token di gratiskan,Informasi Umum,Tidak Berisiko
kalau bapak minta maaf aku minta uang la sama bapak bisa jawab ya .,Percakapan Biasa,Tidak Berisiko
woeee gw baru hidup lmpu ini jngn matiin lgi napa🗿,Percakapan Biasa,Tidak Berisiko
terjadi kembali yg di tahun 2014 pada ingat ga sih kalian cobak kalian cari kejadian mati lampu di tahun 2014😅,Percakapan Biasa,Tidak Berisiko
wajib ada konpensasi,Percakapan Biasa,Tidak Berisiko
mati lagi ini🥹,Percakapan Biasa,Tidak Berisiko
"ah kacau ah ga masang kopdes kami pak ha sampe di tempat mati lampu tidur benyamuk sampai""nyamuk nya nyeting di telinga alhasil balek kerumah ahh duit daging ga ada dpt",Percakapan Biasa,Tidak Berisiko
untung di riau udah idup,Percakapan Biasa,Tidak Berisiko
singkat saja berapa ton yg masuk,Percakapan Biasa,Tidak Berisiko
apa beda PLN dengan Danantara ya?,Informasi Umum,Tidak Berisiko
"dengan adanya listrik mati dalam 1malam apakah PLN akan mengurangi tarikan pembayaran ☝☝tentu tidak
karena kita sudah senang sekali Bpk dirut sudah minta maaf 😂😂😂",Transaksi Aman,Tidak Berisiko
"di Sumbar, tepat nya di kab. Pasaman masih belum hidup listrik nya🥲",Informasi Umum,Tidak Berisiko
"lu enak ngomong, gua yang tiap malem gelap* an",Percakapan Biasa,Tidak Berisiko
jdi sore ini mati lampu lgi?,Percakapan Biasa,Tidak Berisiko
"pantaslah pembatalanku di tolak shopepay,pln tiba"" padam,sinyalpun hilang",Informasi Umum,Tidak Berisiko
kan gabisa sleepcall😡,Percakapan Biasa,Tidak Berisiko
g dimaafin,Percakapan Biasa,Tidak Berisiko
harus ada kompensasi untuk tagihan listriknya,Transaksi Aman,Tidak Berisiko
"gamau maafin, ak gabisa tdr karna panas.",Percakapan Biasa,Tidak Berisiko
"gampang minta maaf sih.., giliran telat bayar saja di putus😓",Transaksi Aman,Tidak Berisiko
"Klau kita mintak maaf karna keterlambatan bnyar listrik pasti marah2 mau di cabut,byr tiap bulan gak pernah lunas2",Informasi Umum,Tidak Berisiko
negara penuh klarifikasi,Percakapan Biasa,Tidak Berisiko
wkwkwkwkwkwk ada juga pengalaman hidup di jaman baru tanpa hp🥰🥰🥰,Percakapan Biasa,Tidak Berisiko
daripada konpers. mending langsung ke lokasi pak. orang pun paham kalau ada yg rusak,Percakapan Biasa,Tidak Berisiko
masih hidup kok di Riau aku di pulau burung,Percakapan Biasa,Tidak Berisiko
di tempat q blm idup lampunya nih min🙏,Percakapan Biasa,Tidak Berisiko
maaf2!!!! maaf maaaf maaaaffff capekkkkkkkkkkkkkkkkkk haaaaaaqqqqaaaaqqqqqqqq,Percakapan Biasa,Tidak Berisiko
kami dari jam 18:44 baru sekarang hidup jam 16:30 gilakk sii PLN ini😌,Jadwal & Kegiatan,Tidak Berisiko
Mati lampu part 2 udh dua kali mati ini jam 17.50 pening kaliii ini smpe jam brp matinya lgi ini 😭,Jadwal & Kegiatan,Tidak Berisiko
tapi Lampung kenaa jugaaaaa,Percakapan Biasa,Tidak Berisiko
"dari jam 7 malam sampe jam 5 sore. gak bs tidur, krn mukulin nyamuk 😭",Jadwal & Kegiatan,Tidak Berisiko
[Stiker] apa.?? maaf?? panas bjir,Percakapan Biasa,Tidak Berisiko
PENYEBAB PEMADAMAN LISTRIK KARENA PESAWAT UFO ALIEN MENABRAK TIANG LISTRIK 😂,Informasi Umum,Tidak Berisiko
BISANYA CUMA MINTA MAAF,Percakapan Biasa,Tidak Berisiko
"tolong DPR, bnr2 d seldiki",Percakapan Biasa,Tidak Berisiko
ada yang keluar atau masuk kah..?,Percakapan Biasa,Tidak Berisiko
masyarakat tetap di minta utk memaklumi 😂,Percakapan Biasa,Tidak Berisiko
berapa ton lewat pak😅,Percakapan Biasa,Tidak Berisiko
preettt,Percakapan Biasa,Tidak Berisiko
yg untung sapa,Percakapan Biasa,Tidak Berisiko
"kata bg tegar terimakasih trus dia bertanya pak
ada ank gadis ga 😁",Percakapan Biasa,Tidak Berisiko
kapan Dirut nya di pecat,Percakapan Biasa,Tidak Berisiko
knpa rugi LG PT pln,Informasi Umum,Tidak Berisiko
kenapa harus batoh,Percakapan Biasa,Tidak Berisiko
enggak mau,Percakapan Biasa,Tidak Berisiko
"gaaaa maaapinnn,udahhh riauuu panass bgtt lagii😡",Percakapan Biasa,Tidak Berisiko
gak mau maaf in ak pigi kerja gak. mandi gak mood 1 harian😏 mana jaringan gak ada,Percakapan Biasa,Tidak Berisiko
"yg benar aja kokbisa serentak matinya , jadi maaf ini hanya menutupi kesalahan.",Percakapan Biasa,Tidak Berisiko
Harusnya kompensasi buat daerah terdampak pemadaman lebih dari 10jam,Informasi Umum,Tidak Berisiko
"aku aja belom hidup lampunya
dari semalam",Percakapan Biasa,Tidak Berisiko
Gara2 pln saya ga jadi bab baterai hp sisa 5%!!!,Informasi Umum,Tidak Berisiko
Masak gak ada alternatif lain...udah untung berapa PLN dengan padamnya listrik selama berjam jam🔥🔥🔥,Informasi Umum,Tidak Berisiko
Gaaa di maapin,Percakapan Biasa,Tidak Berisiko
puas aku bang😂,Percakapan Biasa,Tidak Berisiko
ga mau maafin.. soalnya es batu ku di kulkas uda cair pak,Percakapan Biasa,Tidak Berisiko
ini sampe jqm berapa sih di aceh selqtan belum hidup dr kemaren aore sampe jam 17:50 sekarang,Jadwal & Kegiatan,Tidak Berisiko
Woy pesanan preson nail ku banyak😭😭😭😭,Percakapan Biasa,Tidak Berisiko
[Stiker] KASIH KOMPENSASI BARU MAU DIMAAFIN,Percakapan Biasa,Tidak Berisiko
Sumatra Selatan juga pak mota mati Mulu kadang sehari dua tiga kli mati.,Percakapan Biasa,Tidak Berisiko
😞😞😞😞😞😞,Percakapan Biasa,Tidak Berisiko
Sumatra Selatan woy,Percakapan Biasa,Tidak Berisiko
ga mau maafin. ga bisa tidur semalaman mana hari ini masih kerja. sementara daerah lain udah nyala. kalo mati lampu lagi malam ini parah si,Percakapan Biasa,Tidak Berisiko
